     0.94686    -0.02184     0.60931     0.14679     0.26098    -0.66798     0.02624     0.12350     1.47880    -0.16425    -0.73809     0.65863     0.52580     1.02276    -0.53298    -0.09824     0.12885    -0.39018    -0.63704     0.68434     0.67261    -0.62897     0.29114     1.73939     2.17700     0.39443     1.27573     0.82638     0.16131     1.60551     1.22549     0.17617    -1.10632     0.72581    -0.80669    -0.75487    -0.69204    -1.04486    -0.19830     0.45038     0.06311     0.25644    -1.09155    -0.34272    -0.37257    -0.41847    -0.52898    -0.79673    -0.50534 
     1.34211    -2.63452     3.72809     0.24854     3.67839     3.03218    -2.68423     1.73978     5.16962     0.24854     4.32459     5.16962     0.64620     4.02634    -4.32459    -1.49124    -2.23686    -1.29241    -2.13744     0.74562    -2.08773    -1.49124    -0.19883    -1.09357    -1.49124     0.74562    -1.88890     0.14912     0.54679    -1.04387    -0.24854     0.74562     0.39766     0.69591    -1.04387     0.04971    -0.74562     0.00000     0.09942    -0.09942    -0.14912    -0.09942    -0.29825    -0.59649    -1.04387    -0.79533    -0.84503    -0.69591    -0.74562 
     1.34211    -2.63452     3.72809     0.24854     3.67839     3.03218    -2.68423     1.73978     5.16962     0.24854     4.32459     5.16962     0.64620     4.02634    -4.32459    -1.49124    -2.23686    -1.29241    -2.13744     0.74562    -2.08773    -1.49124    -0.19883    -1.09357    -1.49124     0.74562    -1.88890     0.14912     0.54679    -1.04387    -0.24854     0.74562     0.39766     0.69591    -1.04387     0.04971    -0.74562     0.00000     0.09942    -0.09942    -0.14912    -0.09942    -0.29825    -0.59649    -1.04387    -0.79533    -0.84503    -0.69591    -0.74562 
    -0.42110     0.83613     2.12775     2.11674    -1.38319     7.00888     2.14321     4.02261     1.78906    -1.48780     5.94629     2.93853     1.00795    -0.77218     1.98522    -1.08537    -1.77860    -1.08149    -2.06978     0.72422    -0.45456    -1.44272    -0.85331    -1.43072    -1.00797    -1.44677     0.57357    -1.87654     0.29750     0.03464    -1.39441    -1.33720    -0.32302     1.02592     0.38702    -1.15421    -0.45565    -0.68427    -1.66724     0.38367     0.23789     0.49042    -0.28292     0.18517    -1.10137     0.10047    -1.36425    -0.29031    -0.08237 
    -2.02588    -1.75098     1.46770    -0.51939    -1.06674     3.64106    -1.52082     1.72254     3.48951    -1.95172     4.38779     4.25073     0.57976    -1.41303    -1.38428    -2.26392     0.10472    -0.71761     1.09943     0.50107    -0.24978     0.71253    -0.09697    -0.33553    -0.93807    -0.05411    -0.43915    -0.02888     0.01394    -1.05123    -0.97243    -0.69859     0.60642     0.27893    -0.22507     0.22836     0.37112     0.59421    -0.63488    -0.79642     0.70626    -1.18148    -0.15928    -0.00338     0.88825    -1.24690     0.72186     0.32622     0.73201 
     4.07605     0.14912     3.62868     1.34211     3.38014     0.69591    -1.29241     0.14912     3.47955    -0.29825     1.98832     2.63452     0.39766     5.56729    -2.08773    -1.59065    -2.58481    -1.39182    -2.38598     0.99416    -1.54095    -1.54095    -1.88890    -2.88306    -2.78364    -0.14912    -1.54095    -0.59649    -0.84503    -1.93861    -1.49124     0.24854     1.04387     0.19883    -0.64620     0.69591    -0.34796     0.64620     0.44737     0.29825    -0.64620    -0.64620    -0.14912     1.19299    -0.64620    -0.84503    -0.24854     0.54679     1.29241 
     0.65575    -2.51512     0.30209     0.20918     4.53039     0.17452    -0.23801    -0.61029     0.17259     1.01416     0.51988     0.12713    -0.70715     4.94966    -1.86343    -1.30635    -0.31461    -2.03973    -0.44548    -0.08753     0.40261    -1.40713     0.35745    -0.56217    -0.29478     0.14908     1.77247    -1.49247     0.85619     1.27722    -0.85861     0.45947    -0.63041     0.45186    -0.16401    -0.54472     0.28152    -1.25514    -0.74430    -0.75029    -1.84567    -0.40839     1.01079    -0.11668    -0.48411     0.21240    -1.24447     1.75123     1.42199 
     2.26925    -1.54551     3.75665     1.64535     3.63642     2.29057    -1.49170     1.62439     4.39300    -0.34432     3.08402     3.85246     0.67471     4.91664    -2.88255    -1.64578    -0.91393    -1.38208    -1.90830    -0.74289    -0.52910    -1.85923     0.35900     0.33788    -0.61057     0.34942    -1.67836     0.34057    -0.70214    -1.78894    -0.47380    -0.09674    -0.92159    -1.23668     0.78275    -0.77980     0.10486    -1.05653    -0.51991     0.40943     0.73097     0.32410    -1.00211    -0.41611     0.00310     0.26058    -0.78355    -1.65021    -1.16711 
     5.02824     1.74117    -1.33616    -1.66067     5.15861    -1.16876    -0.86184    -1.06982    -0.30539     2.82498    -1.40887    -0.71415    -1.91129     6.49410    -0.23594     0.60293     0.32628    -0.58399    -0.58181    -2.14896     0.08738    -0.89902    -1.05503    -2.31570    -1.58657    -1.87859    -0.16397    -1.49861     0.12049    -0.05097    -0.71033    -1.73682     0.67506    -0.63260    -2.58093    -0.22366     0.57648     1.65500    -0.94832    -0.79395    -1.22483    -1.43985    -0.41820    -0.59089     1.42009    -2.41207     1.72895    -0.74664    -0.78317 
    -1.99406    -4.13172    -0.14935    -1.65691     4.45387     6.05892    -3.09814     5.65920     1.41399     3.86898     3.58772     2.37680     1.15011     2.04416    -4.13815     2.88231    -2.81545     1.33177    -1.95606    -2.13358    -2.02890    -0.19937     1.05756     0.11094    -0.66434    -0.52436    -0.75684    -0.99952     0.23857    -0.37963    -1.24880    -1.12954    -0.38373    -1.78501     0.12814    -0.69154     0.41196     0.66987    -1.35137     0.99915    -0.09560     1.57737     0.76412     0.33323     1.28945     0.63752     2.07411     0.93556     0.74044 
    -1.99406    -4.13172    -0.14935    -1.65691     4.45387     6.05892    -3.09814     5.65920     1.41399     3.86898     3.58772     2.37680     1.15011     2.04416    -4.13815     2.88231    -2.81545     1.33177    -1.95606    -2.13358    -2.02890    -0.19937     1.05756     0.11094    -0.66434    -0.52436    -0.75684    -0.99952     0.23857    -0.37963    -1.24880    -1.12954    -0.38373    -1.78501     0.12814    -0.69154     0.41196     0.66987    -1.35137     0.99915    -0.09560     1.57737     0.76412     0.33323     1.28945     0.63752     2.07411     0.93556     0.74044 
